Video URL,Logo Detected,Detection Details
https://www.youtube.com/watch?v=SgasV-cez_8,True,"[('First', ('likee1', 'Combined', 64.08960819244385)), ('Middle', ('likee1', 'Combined', 63.17213177680969)), ('Last', ('likee1', 'Combined', 63.4533166885376))]"
https://www.youtube.com/watch?v=CHtGA-jis58,True,"[('First', ('tiktok19', 'Combined', 64.18744921684265)), ('Middle', ('tiktok19', 'Combined', 61.95678114891052)), ('Last', ('tiktok19', 'Combined', 62.57181763648987))]"
https://www.youtube.com/watch?v=UQJgL-V1ixg,True,"[('First', ('tiktok19', 'Combined', 64.35180306434631)), ('Middle', ('tiktok19', 'Combined', 61.61036491394043)), ('Last', ('likee1', 'Combined', 68.35888028144836))]"
https://www.youtube.com/watch?v=uCuCm-wK26Q,True,"[('First', ('tiktok19', 'Combined', 64.1966462135315)), ('Middle', ('tiktok19', 'Combined', 60.894596576690674)), ('Last', ('tiktok19', 'Combined', 61.91425323486328))]"
https://www.youtube.com/watch?v=EfqaV-LxhZM,True,"[('First', ('tiktok19', 'Combined', 66.50803685188293)), ('Middle', ('tiktok19', 'Combined', 65.90705513954163)), ('Last', ('tiktok19', 'Combined', 66.1092460155487))]"
https://www.youtube.com/watch?v=SlqyS-ZxNqc,True,"[('First', ('likee10', 'Combined', 61.34382486343384)), ('Middle', ('likee6', 'Combined', 61.1815869808197)), ('Last', ('likee1', 'Combined', 76.62283778190613))]"
https://www.youtube.com/watch?v=KQPLL-DUl-Q,True,"[('First', ('tiktok19', 'Combined', 60.322242975234985)), ('Middle', ('likee1', 'Combined', 65.10918736457825)), ('Last', ('likee1', 'Combined', 61.61581873893738))]"
https://www.youtube.com/watch?v=VkVoP-bf2Wg,True,"[('First', ('tiktok19', 'Combined', 63.36473822593689)), ('Middle', ('tiktok19', 'Combined', 60.11250019073486)), ('Last', ('tiktok7', 'Combined', 60.250312089920044))]"
https://www.youtube.com/watch?v=GZKyL-Za5Kg,True,"[('First', ('tiktok19', 'Combined', 60.67626476287842)), ('Middle', ('likee1', 'Combined', 65.11267423629761)), ('Last', ('tiktok19', 'Combined', 60.069507360458374))]"
https://www.youtube.com/watch?v=fCbsD-t2nco,True,"[('First', ('tiktok19', 'Combined', 65.24125337600708)), ('Middle', ('tiktok19', 'Combined', 62.23900318145752)), ('Last', ('tiktok19', 'Combined', 63.719362020492554))]"
https://www.youtube.com/watch?v=WmtIj-gFHV8,True,"[('First', ('tiktok', 'Combined', 100.0)), ('Middle', ('tiktok', 'Combined', 100.0)), ('Last', ('tiktok', 'Combined', 100.0))]"
https://www.youtube.com/watch?v=vlLWP-W6BGU,True,"[('First', ('tiktok', 'Combined', 100.0)), ('Middle', ('likee1', 'Combined', 65.06249904632568)), ('Last', ('tiktok19', 'Combined', 61.29546761512756))]"
https://www.youtube.com/watch?v=dnHtD-ceAmI,True,"[('First', ('tiktok19', 'Combined', 62.58774995803833)), ('Middle', ('likee1', 'Combined', 74.5015799999237)), ('Last', ('tiktok19', 'Combined', 64.99155759811401))]"
https://www.youtube.com/watch?v=zZMsO-8e378,True,"[('First', ('likee1', 'Combined', 66.66557788848877)), ('Middle', ('likee1', 'Combined', 76.9679844379425)), ('Last', ('likee11', 'Combined', 65.09847640991211))]"
https://www.youtube.com/watch?v=djDjy-bXzz8,True,"[('First', ('tiktok19', 'Combined', 61.450791358947754)), ('Middle', ('tiktok19', 'Combined', 63.475000858306885)), ('Last', ('tiktok', 'Combined', 100.0))]"
https://www.youtube.com/watch?v=DEliM-oDmdE,True,"[('First', ('tiktok19', 'Combined', 62.90762424468994)), ('Middle', ('tiktok19', 'Combined', 63.13106417655945)), ('Last', ('tiktok19', 'Combined', 66.26068353652954))]"
https://www.youtube.com/watch?v=rRRpK-xXvSM,True,"[('First', ('tiktok19', 'Combined', 64.22838568687439)), ('Middle', ('tiktok19', 'Combined', 65.11354446411133)), ('Last', ('tiktok', 'Combined', 100.0))]"
https://www.youtube.com/watch?v=cFspY-4w4PI,True,"[('First', ('tiktok19', 'Combined', 64.18944597244263)), ('Middle', ('tiktok19', 'Combined', 65.77326655387878)), ('Last', ('tiktok19', 'Combined', 64.24960494041443))]"
https://www.youtube.com/watch?v=jEODj-2YZtA,True,"[('First', ('likee1', 'Combined', 72.37526774406433)), ('Middle', ('likee1', 'Combined', 72.31601476669312)), ('Last', ('likee1', 'Combined', 72.09652662277222))]"
https://www.youtube.com/watch?v=CXKRK-DdR1w,True,"[('First', ('tiktok', 'Combined', 100.0)), ('Middle', ('tiktok19', 'Combined', 61.86264157295227)), ('Last', ('tiktok19', 'Combined', 61.82495951652527))]"
https://www.youtube.com/watch?v=dZdoX-00-9E,True,"[('First', ('tiktok19', 'Combined', 63.5678231716156)), ('Middle', ('tiktok19', 'Combined', 61.53131127357483)), ('Last', ('tiktok19', 'Combined', 60.68328022956848))]"
https://www.youtube.com/watch?v=nqbED-ZTc18,True,"[('First', ('tiktok19', 'Combined', 63.01705837249756)), ('Middle', ('tiktok19', 'Combined', 64.27001357078552)), ('Last', ('tiktok19', 'Combined', 64.26475048065186))]"
