Video URL,Logo Detected,Detection Details
https://www.youtube.com/watch?v=VdolE-iFLCs,False,"[('First', ('tiktok1', 'ORB', 100.0)), ('Middle', ('likee4', 'ORB', 71.42857142857143)), ('Last', ('likee4', 'ORB', 74.60317460317461))]"
https://www.youtube.com/watch?v=Hsezg-tVlvc,False,"[('First', ('tiktok1', 'ORB', 90.0)), ('Middle', ('likee4', 'ORB', 82.53968253968253)), ('Last', ('tiktok11', 'ORB', 86.66666666666667))]"
https://www.youtube.com/watch?v=JPlzI-x26kM,False,"[('First', ('likee4', 'ORB', 77.77777777777779)), ('Middle', ('likee9', 'Template', 74.97593760490417)), ('Last', ('likee10', 'ORB', 77.27272727272727))]"
https://www.youtube.com/watch?v=tHTxg--RxC4,False,"[('First', ('likee4', 'ORB', 82.53968253968253)), ('Middle', ('likee4', 'ORB', 79.36507936507937)), ('Last', ('tiktok1', 'ORB', 90.0))]"
https://www.youtube.com/watch?v=ZvhCF-7fBSs,False,"[('First', ('tiktok1', 'ORB', 70.0)), ('Middle', ('tiktok11', 'ORB', 73.33333333333333)), ('Last', None)]"
https://www.youtube.com/watch?v=oWwhe-Y39yo,False,"[('First', ('likee4', 'ORB', 71.42857142857143)), ('Middle', ('tiktok1', 'ORB', 80.0)), ('Last', ('tiktok1', 'ORB', 70.0))]"
https://www.youtube.com/watch?v=tfaOo-eSkyo,False,"[('First', ('likee4', 'ORB', 73.01587301587301)), ('Middle', ('tiktok1', 'ORB', 80.0)), ('Last', ('likee4', 'ORB', 66.66666666666666))]"
https://www.youtube.com/watch?v=dpXuR-vjj20,False,"[('First', ('tiktok1', 'ORB', 90.0)), ('Middle', ('tiktok1', 'ORB', 90.0)), ('Last', ('likee4', 'ORB', 65.07936507936508))]"
https://www.youtube.com/watch?v=jnUSX-kSENI,True,"[('First', ('likee4', 'ORB', 73.01587301587301)), ('Middle', ('likee4', 'ORB', 71.42857142857143)), ('Last', ('likee4', 'ORB', 76.19047619047619))]"
https://www.youtube.com/watch?v=eyIsi-EXn1A,False,"[('First', ('likee10', 'ORB', 72.72727272727273)), ('Middle', ('likee4', 'ORB', 74.60317460317461)), ('Last', ('likee4', 'ORB', 73.01587301587301))]"
